,Time,data,label
1,[01:55.27,Horrific memory twists the mind,Angry
2,[01:57.95,"Dark, rugged, cold and hard to turn",Angry
3,[02:00.70,"Path of destruction, feel it burn",Angry
4,[02:03.41,Still life,Angry
5,[02:04.88,Incarnation,Angry
6,[02:06.22,Still life,Angry
7,[02:07.70,Infamy,Angry
8,[02:08.54,,Angry
9,[02:09.09,Hallucination,Angry
10,[02:11.38,Heresy,Angry
11,[02:12.42,"Still you run, what's to come?",Angry
12,[02:14.47,What's today?,Angry
13,[02:17.55,,Angry
14,[02:24.80,'Cause we hunt you down without mercy,Angry
15,[02:27.68,Hunt you down all nightmare long,Angry
16,[02:30.85,Feel us breathe upon your face,Angry
17,[02:33.21,"Feel us shift, every move we trace",Angry
18,[02:36.57,Hunt you down without mercy,Angry
19,[02:39.42,"Hunt you down all nightmare long, yeah",Angry
20,[02:43.63,Luck. Runs.,Angry
21,[02:45.70,,Angry
22,[02:46.68,I crawl back in,Angry
23,[02:48.04,But your luck runs out,Angry
24,[02:49.90,,Angry
25,[03:21.95,Luck. Runs. Out.,Angry
26,[03:26.02,,Angry
27,[03:27.82,The light that is not light is here,Angry
28,[03:30.49,To flush you out with your own fear,Angry
29,[03:33.31,"You hide, you hide, but will be found",Angry
30,[03:36.01,Release your crypt without a sound,Angry
31,[03:38.70,,Angry
32,[03:39.01,Still life,Angry
33,[03:40.29,Immolation,Angry
34,[03:41.72,Still life,Angry
35,[03:43.06,Infamy,Angry
36,[03:44.03,,Angry
37,[03:44.71,Hallucination,Angry
38,[03:46.57,Heresy,Angry
39,[03:47.49,"Still you run, what's to come?",Angry
40,[03:49.50,What's today?,Angry
41,[03:52.73,,Angry
42,[03:59.94,'Cause we hunt you down without mercy,Angry
43,[04:02.76,Hunt you down all nightmare long,Angry
44,[04:06.22,Feel us breathe upon your face,Angry
45,[04:08.52,"Feel us shift, every move we trace",Angry
46,[04:11.97,Hunt you down without mercy,Angry
47,[04:14.41,Hunt you down all nightmare long,Angry
48,[04:18.07,Luck. Runs.,Angry
49,[04:20.88,,Angry
50,[04:21.71,I crawl back in,Angry
51,[04:23.08,But your luck runs out,Angry
52,[04:24.44,,Angry
53,[06:44.51,Then you crawl back in,Angry
54,[06:47.04,Into your obsession,Angry
55,[06:49.58,Never to return,Angry
56,[06:52.20,This is your confession,Angry
57,[06:53.72,,Angry
58,[06:56.20,Hunt you down without mercy,Angry
59,[06:58.94,Hunt you down all nightmare long,Angry
60,[07:01.88,Feel us breathe upon your face,Angry
61,[07:04.77,"Feel us shift, every move we trace",Angry
62,[07:07.57,Hunt you down without mercy,Angry
63,[07:10.09,"Hunt you down all nightmare long, yeah",Angry
64,[07:14.16,Luck. Runs.,Angry
65,[07:16.28,,Angry
66,[07:17.16,I crawl back in,Angry
67,[07:18.45,But your luck runs out,Angry
68,[07:19.67,,Angry
69,[07:24.04,Your luck runs out,Angry
70,[07:30.92,,Angry
0,[00:33.45,Have you ever been hated,Angry
1,[00:34.80,or discriminated against?,Angry
2,[00:36.59,"I have, I've been protested and demonstrated against.",Angry
3,[00:39.80,Picket signs for my wicked rhymes.,Angry
4,[00:41.95,Look at the times. Sick is the mind,Angry
5,[00:43.86,of the motha fuckin' kid that's behind,Angry
6,[00:46.13,all this commotion. Emotions run deep,Angry
7,[00:48.12,as ocean's explodin.',Angry
8,[00:49.55,"Tempers flaring from parents,",Angry
9,[00:51.05,just blow 'em off and keep goin.',Angry
10,[00:52.58,"Not takin' nothin' from no one,",Angry
11,[00:54.04,give 'em hell long as I'm breathin.,Angry
12,[00:55.74,"Keep kickin' ass in the mornin,'",Angry
13,[00:57.27,an' takin' names in the evening.,Angry
14,[00:59.02,Leavem with a taste as sour as vinegar in they mouth.,Angry
15,[01:02.17,"See, they can trigger me",Angry
16,[01:03.60,but they never figure me out.,Angry
17,[01:05.24,"Look at me now,",Angry
18,[01:06.69,I bet ya probably sick of me now.,Angry
19,[01:08.68,"Ain't you mama,",Angry
20,[01:09.65,I'ma make you look so ridiculous now.,Angry
21,[01:11.88,"I'm sorry, Mama.",Angry
22,[01:14.95,I never meant to hurt you.,Angry
23,[01:18.16,"I never meant to make you cry, but tonight",Angry
24,[01:21.26,I'm cleanin' out my closet.,Angry
25,[01:22.97,,Angry
26,[01:23.47,one more time ,Angry
27,[01:24.66,"I'm sorry, Mama.",Angry
28,[01:27.87,I never meant to hurt you.,Angry
29,[01:31.15,"I never meant to make you cry, but tonight",Angry
30,[01:34.23,I'm cleanin' out my closet.,Angry
31,[01:36.29,,Angry
32,[01:38.12,I got some skeletons in my closet,Angry
33,[01:39.74,and I don't know if no one knows it.,Angry
34,[01:41.47,So before they thrown,Angry
35,[01:42.54,"me inside my coffin and close it,",Angry
36,[01:44.27,I'ma expose it. I'll take you back to,Angry
37,[01:46.48,73 before I ever had a multi-platinum sellin' CD.,Angry
38,[01:50.89,"I was a baby, maybe I was just a couple of months.",Angry
39,[01:54.00,My faggot father must have,Angry
40,[01:55.60,"had his panties up in a bunch,",Angry
41,[01:57.34,cuz he split.,Angry
42,[01:58.26,I wonder if he even kissed me goodbye.,Angry
43,[02:00.45,"No, I don't on second thought,",Angry
44,[02:02.07,I just fuckin' wished he would die.,Angry
45,[02:03.85,I look at Hailie,Angry
46,[02:04.75,and I couldn't picture leavin' her side.,Angry
47,[02:06.98,"Even if I hated Kim, I grit my teeth and I'd try",Angry
48,[02:10.32,to make it work with her at least for Hailie's sake.,Angry
49,[02:12.42,I maybe made some mistakes,Angry
50,[02:13.78,but I'm only human.,Angry
51,[02:15.00,But I'm man enough to face them today.,Angry
52,[02:17.67,"/What I did was stupid, no doubt it was dumb",Angry
53,[02:20.05,but the smartest shit,Angry
54,[02:21.00,I did was take them bullets out of that gun.,Angry
55,[02:23.20,"Cuz id'a killed 'em,",Angry
56,[02:24.46, shit I would have shot Kim an' him both.,Angry
57,[02:26.46,"It's my life, I'd like to welcome y'all to The Eminem Show.",Angry
58,[02:29.93,"I'm sorry, Mama.",Angry
59,[02:32.56,I never meant to hurt you.,Angry
60,[02:35.97,"I never meant to make you cry, but tonight",Angry
61,[02:39.05,I'm cleanin' out my closet.,Angry
62,[02:40.93,,Angry
63,[02:41.28,one more time ,Angry
64,[02:42.50,"I'm sorry, Mama.",Angry
65,[02:45.61,I never meant to hurt you.,Angry
66,[02:48.97,"I never meant to make you cry, but tonight",Angry
67,[02:52.02,I'm cleanin' out my closet.,Angry
68,[02:53.98,,Angry
69,[02:55.67,Now I would never dis my own mama just to get recognition.,Angry
70,[02:58.93,"Take a second to listen for you think this record is dissin,'",Angry
71,[03:01.99, But put yourself in my position.,Angry
72,[03:03.93, ust try to envision witnessin' your,Angry
73,[03:06.20,"Mama poppin' prescription pills in the kitchen,",Angry
74,[03:08.81,bitchin' that someone's always g,Angry
75,[03:10.04,oin' throuh her purse and shits missin.' Going through,Angry
76,[03:12.27," public housing systems, victim of Munchausen's syndrome.",Angry
77,[03:15.47,My whole life I was made to believe,Angry
78,[03:17.06,"I was sick when I wasn't 'til I grew up,",Angry
79,[03:19.07," now I blew up. It makes you sick to ya stomach,",Angry
80,[03:21.63,doesn't it?,Angry
81,[03:22.39,"Wasn't it the reason you made that CD for me, Ma?",Angry
82,[03:24.87,"So you could try to justify the way you treated me, Ma?",Angry
83,[03:28.04,"But guess what,",Angry
84,[03:29.10,yer gettin' older now and it's cold when your lonely.,Angry
85,[03:31.63,"An' Nathan's getting' up so quick,",Angry
86,[03:33.13,he's gonna know that your phoney.,Angry
87,[03:34.60,"And Hailie's getting' so big now,",Angry
88,[03:36.71,"you should see her, she's beautiful.",Angry
89,[03:38.10,"But you'll never see her,",Angry
90,[03:39.22,she won't even be at your funeral.,Angry
91,[03:41.27,See what hurts me the most is you won't,Angry
92,[03:43.27,"admit you was wrong. Bitch, do ya song.",Angry
93,[03:45.34,Keep tellin' yourself that you was a mom.,Angry
94,[03:47.65,But how dare you,Angry
95,[03:48.61,try to take what you didn't help me to get.,Angry
96,[03:50.65,"You selfish bitch,",Angry
97,[03:51.94,I hope you fuckin' burn in hell for this shit.,Angry
98,[03:54.09, Remember when,Angry
99,[03:54.96,Ronnie died and you said you wished it was me?,Angry
100,[03:57.22,"Well, guess what, I am dead.",Angry
101,[03:59.04, Dead to you as can be.,Angry
102,[04:00.63,"I'm sorry, Mama.",Angry
103,[04:03.38,I never meant to hurt you.,Angry
104,[04:06.78,"I never meant to make you cry, but tonight",Angry
105,[04:09.83,I'm cleanin' out my closet.,Angry
106,[04:11.59,,Angry
107,[04:12.15,one more time ,Angry
108,[04:13.26,"I'm sorry, Mama.",Angry
109,[04:16.35,I never meant to hurt you.,Angry
110,[04:19.67,"I never meant to make you cry, but tonight",Angry
111,[04:22.89,I'm cleanin' out my closet.,Angry
112,[04:24.72,,Angry
0,[00:13.11,Told you I felt lucky with my humble breasts,Angry
1,[00:17.43,Well I don't,Angry
2,[00:18.89,Said that I was sure the world was gonna change,Angry
3,[00:23.39,Well I'm not,Angry
4,[00:24.83,Before I didn't give a damn 'bout what they say,Angry
5,[00:29.37,But I do,Angry
6,[00:30.65,Promised that I'll never ever lie to you,Angry
7,[00:33.68,,Angry
8,[00:35.08,So you can help,Angry
9,[00:37.55,Taking the make-up off my face,Angry
10,[00:43.19,Before I forget my own features,Angry
11,[00:47.55,,Angry
12,[00:48.68,I'm not here to let you down,Angry
13,[00:54.52,But the costume makes the clown,Angry
14,[01:00.37,It's just lashing out on me,Angry
15,[01:03.09,Don't be so hard,Angry
16,[01:04.38,Don't be so hard on this,Angry
17,[01:07.74,It's your turn now,Angry
18,[01:10.65,To cheat on me,Angry
19,[01:11.72,,Angry
20,[01:12.43,Promises I made to you went down the sink,Angry
21,[01:18.13,Really hope I haven't harmed your self esteem,Angry
22,[01:24.06,I'm not a virgin but I'm not the whore you think,Angry
23,[01:29.88,And I don't always smell like strawberries and cream,Angry
24,[01:33.17,,Angry
25,[01:34.48,So you can help,Angry
26,[01:36.57,Taking the make-up off my face,Angry
27,[01:42.48,Before I forget who I am now,Angry
28,[01:46.57,,Angry
29,[01:47.76,'Cause I'm not here to let you down,Angry
30,[01:53.64,But the costume makes the clown,Angry
31,[01:59.64,It's just lashing out on me,Angry
32,[02:02.57,Don't be so hard,Angry
33,[02:03.75,Don't be so hard on this,Angry
34,[02:07.01,It's your turn now,Angry
35,[02:09.20,Your turn now...,Angry
36,[02:13.29,,Angry
37,[02:35.34,I'm not here to let you down,Angry
38,[02:41.05,But the costume makes the clown,Angry
39,[02:46.93,It's just lashing out on me,Angry
40,[02:49.70,Don't be so hard,Angry
41,[02:51.22,Don't be so hard on this,Angry
42,[02:54.55,It's your turn now,Angry
43,[02:56.53,Your turn now...,Angry
44,[03:01.34,,Angry
45,[03:03.37,To cheat on me,Angry
46,[03:06.93,,Angry
47,[03:10.05,制作,Angry
48,[03:11.62,,Angry
0,[00:56.89,"Slaves，Hebrews born to serve, to the pharaoh",Angry
1,[01:01.65,"Heed，To his every word, live in fear",Angry
2,[01:06.33,"Faith，Of the unknown one, the deliverer",Angry
3,[01:11.13,"Wait，Something must be done, four hundred years",Angry
4,[01:16.17,,Angry
5,[01:25.70,So let it be written,Angry
6,[01:28.31,So let it be done,Angry
7,[01:30.46,Im sent here by the chosen one,Angry
8,[01:35.12,So let it be written,Angry
9,[01:37.50,So let it be done,Angry
10,[01:39.95,To kill the first born pharaoh son,Angry
11,[01:43.86,Im creeping death,Angry
12,[01:46.38,,Angry
13,[01:53.75,"Now，Let my people go, land of goshen",Angry
14,[01:58.57,"Go，I will be with thee, bush of fire",Angry
15,[02:03.23,"Blood，Running red and strong, down the Nile",Angry
16,[02:08.08,"Plague，Darkness three days long, hail to fire",Angry
17,[02:12.86,,Angry
18,[02:22.25,So let it be written,Angry
19,[02:25.04,So let it be done,Angry
20,[02:27.21,Im sent here by the chosen one,Angry
21,[02:31.86,So let it be written,Angry
22,[02:34.37,So let it be done,Angry
23,[02:36.56,To kill the first born pharaoh son,Angry
24,[02:40.13,Im creeping death,Angry
25,[02:43.31,,Angry
26,[03:58.98,Die by my hand,Angry
27,[04:02.92,I creep across the land,Angry
28,[04:05.44,Killing first born man,Angry
29,[04:09.26,Die by my hand,Angry
30,[04:12.94,I creep across the land,Angry
31,[04:15.37,Killing first born man,Angry
32,[04:20.52,,Angry
33,[04:26.42,Rule the midnight air the destroyer,Angry
34,[04:32.42,"Born，I shall soon be there, deadly mass",Angry
35,[04:37.12,Creep the steps and flood final darkness,Angry
36,[04:41.95,"Blood，Lambs blood painted door, I shall pass",Angry
37,[04:46.45,,Angry
38,[04:56.65,So let it be written,Angry
39,[04:59.01,So let it be done,Angry
40,[05:01.45,Im sent here by the chosen one,Angry
41,[05:06.19,So let it be written,Angry
42,[05:08.53,So let it be done,Angry
43,[05:10.96,To kill the first born pharaoh son,Angry
44,[05:14.89,Im creeping death,Angry
45,[05:17.88,,Angry
0,[00:05.09,A Lot Of People Ask Me Stupid Fuckin Questions,Angry
1,[00:08.87,A Lot Of People Think That What I Say On Records,Angry
2,[00:12.37,Or What I Talk About On A Record That I Actually Do In Real Life,Angry
3,[00:17.37,Or That I Believe In It,Angry
4,[00:20.06,Or If I Say That I Wanna Kill Somebody That,Angry
5,[00:23.32,I'm Actually Gonna Do It,Angry
6,[00:25.92,Or That I Believe In It,Angry
7,[00:28.89,Well Shit If You Believe That,Angry
8,[00:32.70,Then I'll Kill You,Angry
9,[00:35.58,You Know Why,Angry
10,[00:37.52,Cuz I'm A,Angry
11,[00:37.71,,Angry
12,[00:38.11, Criminal,Angry
13,[00:42.45,Criminal,Angry
14,[00:45.58,You God Damn Right,Angry
15,[00:46.99,I'm A Criminal,Angry
16,[00:51.56,Yeah I'm A Criminal,Angry
17,[00:56.10,,Angry
18,[00:56.74, Eminem,Angry
19,[00:57.15,My Words Are Like A Dagger With A Jagged Edge,Angry
20,[00:58.68,That'll Stab You In The Head,Angry
21,[00:59.97,Whether You're A Fag Or Lez,Angry
22,[01:01.22,Or The Homosex Hermaph Or A Trans A Vest,Angry
23,[01:03.37,Pants Or Dress Hate Fags The Answer's Yes,Angry
24,[01:05.84,Homophobic Nah You're Just Heterophobic,Angry
25,[01:08.23,Starin At My Jeans Watchin My Genitals Bulgin Ooh,Angry
26,[01:10.45,That's My Motherfuckin Balls You'd Better Let Go Of Em,Angry
27,[01:13.01,They Belong In My Scrotum You'll Never Get Hold Of Em,Angry
28,[01:15.35,Hey It's Me Versace,Angry
29,[01:16.54,Whoops Somebody Shot Me,Angry
30,[01:17.73,And I Was Just Checkin The Mail,Angry
31,[01:19.13,Get It Checkin The 'male',Angry
32,[01:20.39,How Many Records You Expectin To Sell,Angry
33,[01:22.38,After Your Second Lp Sends You Directly To Jail,Angry
34,[01:24.74,C'mon Relax Guy I Like Gay Men,Angry
35,[01:27.02,Right Ken Give Me An Amen Aaa Men,Angry
36,[01:29.81,Please Lord This Boy Needs Jesus,Angry
37,[01:32.03,Heal This Child Help Us Destroy These Demons,Angry
38,[01:34.60,Oh And Please Send Me A Brand New Car,Angry
39,[01:36.56,And A Prostitute While My Wife's Sick In The Hospital,Angry
40,[01:39.03,Preacher Preacher Fifth Grade Teacher,Angry
41,[01:41.28,You Can't Reach Me My Mom Can't Neither,Angry
42,[01:44.06,You Can't Teach Me A Goddamn Thing Cause,Angry
43,[01:46.18,I Watch Tv And Comcast Cable,Angry
44,[01:48.41,And You Ain't Able To Stop These Thoughts,Angry
45,[01:50.84,You Can't Stop Me From Toppin These Charts,Angry
46,[01:53.19,And You Can't Stop Me From Droppin Each March,Angry
47,[01:55.43,With A Brand New Cd For These Fuckin Retards,Angry
48,[01:57.79,Duhhh And To Think It's Just Little Ol' Me,Angry
49,[01:59.94,Mr Don't Give A Fuck Still Won't Leave,Angry
50,[02:02.05,,Angry
51,[02:02.42, Chorus Eminem Repeat 2x,Angry
52,[02:02.83, I'm A Criminal,Angry
53,[02:03.58,Cuz Every Time I Write A Rhyme These People Think It's A Crime,Angry
54,[02:05.92,To Tell Em What's On My Mind I Guess I'm A Criminal,Angry
55,[02:07.64,But I Don't Gotta Say A Word I Just Flip Em The Bird,Angry
56,[02:09.73,And Keep Goin I Don't Take Shit From No One,Angry
57,[02:11.67, I'm A Criminal,Angry
58,[02:12.40,Cuz Every Time I Write A Rhyme These People Think It's A Crime,Angry
59,[02:14.65,To Tell Em What's On My Mind I Guess I'm A Criminal,Angry
60,[02:16.76,But I Don't Gotta Say A Word I Just Flip Em The Bird,Angry
61,[02:18.93,And Keep Goin I Don't Take Shit From No One,Angry
62,[02:20.90,,Angry
63,[02:21.20,Eminem,Angry
64,[02:21.67,My Mother Did Drugs Tar Liquor Cigarettes And Speed,Angry
